iter	Accuracy	Logloss
880	0.9152118344	0.2089534116
881	0.9151574482	0.2089236161
882	0.9151574482	0.2089220217
883	0.9152118344	0.2089168546
884	0.9152118344	0.2089001214
885	0.9152118344	0.2088928797
886	0.9152118344	0.2088928778
887	0.9152662207	0.2088856672
888	0.9152662207	0.2088856665
889	0.9152662207	0.208877787
890	0.9152662207	0.2088734671
891	0.9152662207	0.2088639341
892	0.9152662207	0.2088507949
893	0.9152662207	0.2088325276
894	0.9152662207	0.2088198125
895	0.9152662207	0.2088104857
896	0.9152662207	0.2087991727
897	0.915320607	0.2087798846
898	0.915320607	0.208774242
899	0.9153749932	0.2087628518
900	0.9153749932	0.2087594496
901	0.9153749932	0.2087510832
902	0.9153749932	0.2087360327
903	0.9153749932	0.2087305344
904	0.9153749932	0.2087122986
905	0.915320607	0.2087052434
906	0.9153749932	0.2086998753
907	0.9153749932	0.2086896056
908	0.915320607	0.2086415466
909	0.915320607	0.2086359606
910	0.915320607	0.2086288667
911	0.915320607	0.2086084197
912	0.915320607	0.2085981086
913	0.9152662207	0.208594813
914	0.9153749932	0.2085861293
915	0.9154293795	0.208566695
916	0.9154837657	0.2085500197
917	0.9153749932	0.2085305712
918	0.9153749932	0.2085221516
919	0.9153749932	0.2085190689
920	0.9153749932	0.2085040267
921	0.9154293795	0.2084934255
922	0.9153749932	0.2084862659
923	0.9153749932	0.208463974
924	0.9153749932	0.2084519304
925	0.915320607	0.2084256301
926	0.915320607	0.2084234715
927	0.915320607	0.2084234696
928	0.915320607	0.2084234678
929	0.9153749932	0.2084172901
930	0.9153749932	0.2084143067
931	0.9153749932	0.2084081441
932	0.9153749932	0.2084005338
933	0.915320607	0.2083671823
934	0.915320607	0.2083667927
935	0.9153749932	0.2083428883
936	0.9154837657	0.2083373499
937	0.9154837657	0.2083365312
938	0.9154837657	0.2083365312
939	0.915538152	0.2083293498
940	0.9155925382	0.2083280833
941	0.9155925382	0.2083076256
942	0.9155925382	0.2082946542
943	0.9155925382	0.2082900126
944	0.9155925382	0.2082895001
945	0.9155925382	0.2082888811
946	0.9155925382	0.2082813423
947	0.9155925382	0.208259331
948	0.9155925382	0.2082564764
949	0.9155925382	0.2082432474
950	0.9155925382	0.2082410818
951	0.9155925382	0.2082237882
952	0.9155925382	0.2082038862
953	0.9157013107	0.2081874049
954	0.9156469245	0.2081847202
955	0.9156469245	0.2081782951
956	0.9156469245	0.208178295
957	0.9155925382	0.2081575618
958	0.9155925382	0.2081575617
959	0.9156469245	0.2081522246
960	0.9156469245	0.2081345054
961	0.9156469245	0.2081320163
962	0.9156469245	0.2081314812
963	0.9155925382	0.208111402
964	0.9155925382	0.2081114017
965	0.9155925382	0.2081114015
966	0.9156469245	0.2080873206
967	0.915538152	0.208082235
968	0.9156469245	0.2080735918
969	0.9155925382	0.208052709
970	0.9155925382	0.2080527071
971	0.9156469245	0.2080400402
972	0.9155925382	0.2080380945
973	0.9155925382	0.2080264805
974	0.9156469245	0.2080156758
975	0.9156469245	0.207993872
976	0.9155925382	0.2079739599
977	0.9155925382	0.2079739584
978	0.915538152	0.2079714318
979	0.915538152	0.2079694725
980	0.915538152	0.2079562444
981	0.9155925382	0.2079532609
982	0.9155925382	0.2079519919
983	0.9155925382	0.2079432467
984	0.9155925382	0.207913408
985	0.9155925382	0.2079079966
986	0.9155925382	0.2078996239
987	0.9155925382	0.2078781493
988	0.915538152	0.207861044
989	0.915538152	0.2078558173
990	0.9157013107	0.2078425909
991	0.9156469245	0.2078209513
992	0.9156469245	0.2078199668
993	0.9156469245	0.2078097812
994	0.9155925382	0.2077801797
995	0.9154837657	0.2077686855
996	0.915538152	0.2077603761
997	0.9155925382	0.2077471011
998	0.915538152	0.2077394869
999	0.915538152	0.2077081634
